ACTL6A		-1		-0.406160766997792
WSB1		1		0.269151032585664
RET		-1		-0.176023987670028
HMGCS1		-1		-0.101100211145216
OSBPL2		-1		-0.088877980244034
CCL2		1		0.0600843356585799
GRIN2D		1		0.0550833091086687
PLP1		1		0.0534355801564823
ODC1		-1		-0.0366769974034448
GLUD1		-1		-0.0215284456921231
APPL2		1		0.0177423356008837
PRDX3		-1		-0.0150716242797143
HMGCR		-1		-0.0103270516178105
NT5C2		-1		-0.00893279620830176
EIF3C		-1		-0.00846617359242261
KAT2B		1		0.00678203450205103
WDR11		-1		-0.00570793101846756
TNF		1		0.00518548393127238
ACAA2		-1		-0.004271994992551
TWIST1		1		0.00424922955256498
ACAT2		-1		-0.00410954035959024
RPN2		-1		-0.00406057664692089
FARP1		-1		-0.00396925880939195
GLRX3		-1		-0.00220593937301434
PPM1D		1		0.00213222072679722
PPARA		-1		-0.00197064089550214
ERGIC1		-1		-0.00195424068806016
ADCY10		-1		-0.00159662576711799
MMP9		1		0.0015844498984979
STAU1		-1		-0.00157262238271911
PBX1		1		0.00129770161511426
SDHA		-1		-0.00120421262164623
ARC		1		0.00102647847586407
HERC4		-1		-0.000956715905265365
ADCYAP1		1		0.000651540325146431
FDPS		-1		-0.000226225411000717
CA9		1		0.000183713268305123
ACAD11		-1		-5.21506724283761e-05
XPNPEP1		-1		-3.05818696795584e-06
