CAMTA2		1		0.390527814042974
AHCY		-1		-0.22523500741451
ODC1		-1		-0.201466712603673
GALNT2		-1		-0.113541140380416
HNRNPA2B1		-1		-0.0878142095237246
PTPRR		-1		-0.0478212299548692
NF1		1		0.03792085158207
PNPT1		-1		-0.0355505408018401
MALAT1		1		0.0329508270534665
ARRB1		1		0.0319649012833886
ZAR1		-1		-0.0316624706360234
OMP		1		0.0310333291794636
R3HDM1		-1		-0.0310180659872747
EIF5B		-1		-0.0298559460053845
CCKBR		-1		-0.0281360901837107
SHC3		-1		-0.0272304449390768
CHGA		-1		-0.0239217087014684
EXOC2		-1		-0.0236345722543101
ELAVL2		1		0.0227622964904822
ETV4		-1		-0.0215023465304999
LCN1		-1		-0.0194486698067737
PAK4		-1		-0.0184236097914022
PDE1C		-1		-0.0118931954829753
GAL		-1		-0.0111174242226145
RAE1		-1		-0.0110100279865397
PRKAA2		1		0.0109399100892951
PTCH1		-1		-0.0104010844480921
HSP90AB1		-1		-0.00990144772485598
PROS1		1		0.00928720533558824
ATP7A		-1		-0.00851565655790269
FSD1		-1		-0.00831836279326072
ATG5		-1		-0.00829587197648692
REN		-1		-0.00784512463545082
UGCG		1		0.00737465562159488
ASCL1		-1		-0.00719751810036528
UNC5D		1		0.00710940432768296
NCLN		-1		-0.00662251558985683
S100A9		-1		-0.00653948549772464
EFNB2		-1		-0.00648204366128262
XCL2		1		0.00631419335864398
XCL1		1		0.00624089100336509
PLXNB2		-1		-0.00615906738145861
MTF1		-1		-0.00607120725389365
HTR1A		-1		-0.0057987540323042
CA9		1		0.00568166474883836
THOP1		-1		-0.00548975941742493
RET		-1		-0.0053969328625957
KTN1		-1		-0.00469912977634503
PPFIBP1		1		0.00458966765268326
ITGA3		-1		-0.00451980970666491
SFXN3		1		0.00438667166247712
TACC3		-1		-0.00424190920073991
PBX1		1		0.00420305167732386
SYNPO2		-1		-0.00416740275532963
CKAP5		-1		-0.00407110232408745
XPO1		-1		-0.00361259644430981
NT5C2		-1		-0.00356747441805791
SHF		1		0.00354191609110205
CWC22		-1		-0.00343348344226104
PRICKLE1		1		0.00341039356190439
TERT		-1		-0.00330887716034579
NOS1		-1		-0.00330451979165585
TTK		-1		-0.00330268426090518
MTAP		1		0.00324073764147382
RNU6ATAC		-1		-0.00321120100276188
WDR11		-1		-0.00309336885211587
CDON		1		0.00306705700557364
TERC		1		0.00298190152490412
PSMD14		-1		-0.00272738734966122
MTOR		-1		-0.00270182936665461
HOXB9		1		0.00269139166261733
CHN1		-1		-0.00266658229003534
SMOX		-1		-0.00265637826158966
CRIP2		-1		-0.00260512150911138
CUL2		-1		-0.00247677261140254
MRPL19		-1		-0.00243896816145792
PRLHR		-1		-0.00240276820108999
ABCF1		-1		-0.00239467313278185
APLP2		1		0.00229470413184962
CPNE1		-1		-0.0022746197673525
HMGB1		-1		-0.00226226141782428
PAF1		-1		-0.00224962990225011
CCT6A		-1		-0.00218157949794763
TPR		-1		-0.00213648094602758
GBAS		-1		-0.0018939408955659
NDRG1		1		0.00181717789441889
PIBF1		-1		-0.00178778013536713
ACTL6A		-1		-0.00178116441194771
DYNC1I2		-1		-0.00176657476211814
ASNS		1		0.001754681310199
CRNKL1		-1		-0.00173491868737146
STRN4		-1		-0.00172807354723631
VPS33B		-1		-0.00166673050003727
TFRC		-1		-0.00163381101938459
CD80		1		0.00159463614866001
CTBP1		-1		-0.00154892735315033
NDC80		-1		-0.00139005455320066
PLCB4		-1		-0.00135023237632398
DDX6		1		0.00134842499398816
SRPK1		-1		-0.00133229663603227
EIF4A1		1		0.00130139208685408
SLC3A2		1		0.00126473026184496
HIST1H1B		1		0.00124714936267612
DIXDC1		1		0.00114762906786032
LSM14A		-1		-0.00113149404588459
ISLR2		-1		-0.00110049706607566
DDX3X		-1		-0.00101800494060986
PSMD1		-1		-0.000948011628998844
FERMT2		-1		-0.000945443879491762
SLC8A3		1		0.000918056749020414
C10orf10		1		0.000909926655659089
PPID		-1		-0.000841595413832522
ADD1		-1		-0.000829392184393392
LIG1		-1		-0.000773572598381261
HSD17B13		1		0.000742181746020215
CLN5		-1		-0.000728404627724275
SRC		-1		-0.000728399180030863
COPB2		-1		-0.000684293175402002
AARS		1		0.000659442609526215
EIF4H		-1		-0.000599674319135648
NEU3		1		0.000566923175055102
NBPF8		-1		-0.000498547313536248
SMC3		-1		-0.000471373309863254
DSP		1		0.000413458520536584
HAT1		-1		-0.000404698395260256
ATP2B1		-1		-0.000374972912382733
HTATSF1		-1		-0.000371224910031749
XPNPEP1		-1		-0.000370387858853728
MRPS9		-1		-0.000347987112475955
CCDC93		-1		-0.00033802993269949
MDH1		-1		-0.000328019700455792
EGF		-1		-0.000248044736229816
XAB2		-1		-0.000246033519582701
RPL21P28		-1		-0.000200863538889748
TNFSF4		1		0.000180386674020899
HEXIM1		1		0.000160452042725364
VPS26B		1		0.000150717964494461
MSH2		-1		-0.000140853026575909
POLR1C		-1		-0.000122756455183924
TECR		-1		-0.000101630757851272
LRRC17		1		8.84375453342236e-05
ACAT2		-1		-6.26148627437749e-05
KLF16		-1		-3.80353617179107e-05
MMP9		1		3.5542291725388e-05
WDR35		-1		-3.4321400503198e-05
API5		-1		-2.92954835648917e-05
ECEL1		1		2.72369264838055e-06
OSBPL2		-1		-6.79839376469911e-07
